SRPOG.KEY$,SRPOG.POGID%,SRPOG.ACT.DATE$,SRPOG.DEACT.DATE$,SRPOG.DESCRIPTION$,SRPOG.PLANNER.FAMILY$,SRPOG.MODULE.COUNT%,SRPOG.CAT.DBKEY%,SRPOG.KEY.LEVEL%,SRPOG.LIVE.RPT.CNT%,SRPOG.DATE.RPT.CNT$,SRPOG.PEND.RPT.CNT%,SRPOG.CAT1.ID%,SRPOG.CAT2.ID%,SRPOG.CAT3.ID%,SRPOG.FILLER$
;6:<0800,20293,20151230,20160119,ShmpCond Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
7>;30800,412599,20160106,20160202,0000412599                    ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
159;0800,471003,20160120,21991231,No7HiddenGems2                ,No7 Counter Unit              ,1,-1,3,255,20151223,1,1,6819,10967, 
1100800,20807,20150907,21991231,Frames5                       ,Frames                        ,5,100020025,3,1,20151223,1,1,2,25, 
80930800,307511,20151230,20160119,Bourjois Cosmetics Hot Spot LG,Bourjois SS Cosmetics         ,1,-1,3,255,20151223,2,1,6819,10967, 
69330800,523594,20150921,21991231,DVDEND                        ,Christmas Flexible space      ,1,100020004,3,1,20151223,1,1,2,4, 
:59=0800,491035,20160120,21991231,0000491035                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
>2:90800,96308,20151230,20160119,Skin 1 Mid GL                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
;3;10800,498284,20160120,21991231,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
31840700,98746,20141231,21991231,3WayTGE3                      ,Toiletries SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
:520800,153833,20151102,21991231,PMeds 1                       ,Pharmacy Medicines Drawer     ,1,100020022,3,1,20151223,255,1,2,22, 
92950800,192824,20151125,20151229,CMG2                          ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
67:20800,20219,20160203,21991231,C&C MID                       ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
93840700,10098,20141231,21991231,3WayHCGE3                     ,Healthcare SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
453:0800,506445,20150907,21991231,Nappies 12                    ,Nappies                       ,12,100020006,3,1,20151223,1,1,2,6, 
;?620800,543814,20151218,20151224,OOTW Module                   ,Prime Promotional Site        ,1,168197115,3,1,20151223,255,1,6819,7115, 
33970800,491033,20151125,20151229,0000491033                    ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
:>:90800,21139,20151230,20160119,Mens Mid                      ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
<:30800,491131,20160203,21991231,3WayHCSPEnd4R                 ,Healthcare SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
=50=0800,527408,20150606,21991231,Pser1G                        ,Photo Services                ,1,168207527,3,1,20151223,255,1,6820,7527, 
70930800,307503,20151230,20160119,#BarryM Hot Spot Stock POG    ,Barry M                       ,1,-1,3,255,20151223,2,1,6819,10967, 
2=:90800,491045,20151230,20160119,0000491045                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
5:9<0800,4378,20160104,21991231,Walkers1                      ,Walkers                       ,1,100020021,3,255,20151223,1,1,2,21, 
7?9=0800,20224,20151209,20151229,Vit2 mid                      ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
69:90800,413583,20151230,20160119,Prem Skin Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
::90800,368679,20160120,21991231,No7 7J Wall                   ,No7 Cos                       ,7,100020024,3,255,20151223,1,1,2,24, 
28<10800,451700,20160111,21991231,BSunOld                       ,Sun Preparations              ,1,100028343,3,255,20151223,1,1,2,8343, 
1;;90800,252309,20151230,20160202,H1N1FSDU1 1                   ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
37840700,10036,20141231,21991231,3WayTGE5                      ,Toiletries SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
><520800,425745,20151102,21991231,PM8JT                         ,Pharmacy Medicines            ,8,100020022,3,255,20151223,1,1,2,22, 
82950800,20376,20151125,20151229,Colours Mid                   ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
98;20800,461128,20160217,21991231,Essie R&R 1 Mod               ,Essie                         ,1,100020027,3,255,20151223,1,1,2,27, 
35200800,10047,20150610,21991231,BFSDU                         ,Cosmetics SP G End            ,1,168197072,3,1,20151223,1,1,6819,7072, 
49580800,86648,20151019,21991231,H&B4G2006                     ,Hand And Body                 ,4,100028243,3,1,20151223,1,1,2,8243, 
709=0800,20425,20160120,21991231,ChngWipes Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
46:<0800,10080,20160106,20160202,EBtyEnd1                      ,EB SP G End                   ,1,168197090,3,255,20151223,1,1,6819,7090, 
767:0800,466460,20160104,21991231,Chi'd K1                      ,Chilled Food                  ,1,100020021,3,255,20151223,1,1,2,21, 
1<3?0000,12932,20040311,21991231,Bwall Nonlab Film Process 2.0W,Photo Backwall                ,1,100020025,3,1,20151223,1,1,2,25, 
31:30800,540045,20160203,21991231,Hlth Bkwll Mid3               ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
86:30800,301920,20160106,21991231,TOD4FRONT                     ,Tod                           ,1,-1,3,255,20151223,1,1,6819,10681, 
45;;0800,21414,20160120,21991231,BFSDU                         ,BFSDUs                        ,1,168190000,2,255,20151223,1,1,6819,0, 
39310700,465938,20140602,21991231,WF&HC1G                       ,Water Filters & Homecare Trial,1,100028236,3,1,20151223,1,1,2,8236, 
9?9;0800,10057,20160203,21991231,BabyEnd2                      ,Baby SP G End                 ,1,168197090,3,255,20151223,1,1,6819,7090, 
80:30800,301916,20160106,21991231,TOD3BACK                      ,Tod                           ,1,-1,3,255,20151223,1,1,6819,10681, 
17000800,522627,20150921,21991231,Cos&Hair8                     ,Ladies Cosmetics And Hair Gift,8,100029642,3,1,20151223,255,1,2,9642, 
=8950800,491062,20151125,20151229,3WayTGE6C                     ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
769>0800,490993,20160120,21991231,3WaySSGE3C                    ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
8?840700,98742,20141231,21991231,3WayHCGE1                     ,Healthcare SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
0:670800,48021,20151005,20160103,Walkers2                      ,Walkers                       ,1,100020021,3,1,20151223,255,1,2,21, 
;9;10800,209005,20160120,21991231,IQMFSDU1                      ,IQM FSDU                      ,1,168197081,3,255,20151223,1,1,6819,7081, 
4>020800,523569,20151111,21991231,FlexSp1                       ,Christmas Flexible Space      ,3,100029642,3,1,20151223,255,1,2,9642, 
59;0800,20286,20160120,21991231,ShmpCond Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
7:80800,12973,20151230,20160119,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
:==;0700,244915,20150216,21991231,3WaySSGE3                     ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
12960800,491052,20151125,20151229,3WayTGE5C                     ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
5:970800,491036,20151125,20151229,0000491036                    ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
;::60800,307513,20160120,21991231,Collection 2000 Cosmetics Hot ,Collection 2000 Cosmetics     ,1,-1,3,255,20151223,1,1,6819,10967, 
<?:60800,341464,20160120,21991231,Soap&Glory Hot Spot Stock POG ,Soap And Glory SS Cosmetics   ,1,-1,3,255,20151223,1,1,6819,10967, 
64:90800,96310,20151230,20160119,Skin 1 Mid GL                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
<<950800,491069,20151125,20151229,3WayTGE7C                     ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
108:0800,349042,20151017,20160110,BasicSunPreps16               ,Sun Preparations              ,16,100028343,3,255,20151223,1,1,2,8343, 
8>:<0800,20376,20151230,20160119,Colours Mid                   ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
:4:30800,139968,20160209,21991231,PPS6G                         ,Prime Promotional Site        ,6,168198701,3,255,20151223,1,1,6819,8701, 
<0460800,461139,20150930,20160119,Miss Sporty R&R 1 Mod         ,Miss Sporty                   ,1,100020027,3,1,20151223,1,1,2,27, 
30970800,491045,20151125,20151229,3WayTGE4C                     ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
;:;:0800,27802,20160203,21991231,JML E1                        ,JML                           ,1,-1,3,255,20151223,1,1,6819,10071, 
39840700,10037,20141231,21991231,3WayTGE6                      ,Toiletries SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
;0;10800,13010,20160120,21991231,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
:1690800,125121,20151014,21991231,UNIT2                         ,Chem Counter Impulse Unit     ,1,168199456,3,2,20151223,255,1,6819,9456, 
<>4?0800,440643,20151005,20160110,SeasMinis3                    ,Seasonal Miniatures           ,3,100028343,3,255,20151223,1,1,2,8343, 
0:890100,4282,20060130,21991231,Greetings FSDU 1.0Z           ,Greetings                     ,1,100020004,3,1,20151223,1,1,2,4, 
>>:60800,252309,20160203,21991231,H1N1FSDU1 1                   ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
93840500,361619,20120121,21991231,MCGrap1                       ,Mini Club                     ,1,100020005,3,1,20151223,1,1,2,5, 
7:8;0800,458670,20160104,21991231,Snacks 3                      ,Snacks                        ,3,100020021,3,255,20151223,1,1,2,21, 
78920800,4075,20151230,20160119,IQM4+W                        ,IQM                           ,5,-1,3,255,20151223,2,1,6819,10071, 
95:<0800,20477,20151230,20160119,Dental Mid GL                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
98:<0800,44041,20151230,20160119,Ind Bath Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
3;80800,12960,20151230,20160202,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
7>1;0800,523532,20151111,21991231,LadyGEd3                      ,Christmas Gift Ends           ,1,100029642,3,1,20151223,255,1,2,9642, 
0>7;0800,461100,20150930,20160119,Bourjois R&R 2 Mod            ,Bourjois                      ,2,100020027,3,1,20151223,1,1,2,27, 
50970800,491043,20151125,20151229,3WayTGE4L                     ,Toiletries SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
6990800,413576,20151125,20151229,Prem Skin Mid                 ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
93:>0800,199580,20160120,21991231,Nappy BFSDU1                  ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
7?9:0800,461110,20160120,20160216,Collection R&R 1 Mod          ,Collection                    ,1,100020027,3,255,20151223,1,1,2,27, 
1=;>0800,491067,20160120,21991231,3WayTGE7R                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
=;390800,20838,20150907,21991231,Batteries3                    ,Power                         ,3,100020025,3,1,20151223,1,1,2,25, 
<7<0800,940,20151102,21991231,Femcare 5                     ,Femcare                       ,5,100020013,3,1,20151223,1,1,2,13, 
939?0800,367379,20151230,20160119,Cosmetic Promo                ,No7 Hotspot                   ,1,-1,3,255,20151223,2,1,6819,10967, 
5=560800,87795,20150921,21991231,EBMaleGrm3                    ,Electrical Male Grooming      ,3,100020012,3,1,20151223,1,1,2,12, 
71900800,307556,20151230,20160119,Essie Hot Spot Stock POG      ,Essie SS Cosmetics            ,1,-1,3,255,20151223,2,1,6819,10967, 
079>0800,412599,20151209,20160105,0000412599                    ,Mid Gondola                   ,1,168197115,3,1,20151223,1,1,6819,7115, 
;9:>0800,444516,20151230,20160119,SunSelTan1                    ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
>9<0700,347152,20150107,20151229,HOT                           ,IQM                           ,1,-1,3,1,20151223,255,1,6819,10071, 
<?::0800,209022,20151230,20160119,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
02080700,262651,20140416,21991231,CLLCTN  R&R 1Mod              ,Collection 2000 Cosmetics     ,1,100020027,3,1,20151223,1,1,2,27, 
:::<0800,21714,20151230,20160119,Tiss Mid GL                   ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
1:870800,349399,20151017,20160110,TravAccs5                     ,Travel Accessories            ,1,100028343,3,255,20151223,1,1,2,8343, 
=>:90800,486314,20151230,20160119,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
18;90800,491137,20151230,20160202,0000491137                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
76;30800,274841,20160106,20160202,Batmid1                       ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
219>0800,413599,20160120,21991231,Premskinmid                   ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
<4:<0800,249755,20151230,20160119,Ind Bath Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
8=840700,10055,20141231,21991231,3WayHCSPEnd4                  ,Healthcare SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
=36;0800,506960,20151102,21991231,Baby Accs 10                  ,Baby Accessories              ,10,100020006,3,1,20151223,1,1,2,6, 
33:90800,491044,20151230,20160119,0000491044                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
849=0800,540045,20151209,20151229,Hlth Bkwll Mid3               ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
955?0800,518789,20150921,21991231,MMasFr1                       ,Mens Mass Fragrance           ,1,100029642,3,1,20151223,255,1,2,9642, 
43900800,307533,20151230,20160119,#Max Factor Cosmetics Hot Spot,Max Factor Cosmetics          ,1,-1,3,255,20151223,2,1,6819,10967, 
=3::0800,490953,20151230,20160119,3WaySSGE3R                    ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
00:40800,307529,20160120,21991231,0000307529                    ,L Oreal SS Cos                ,1,-1,3,255,20151223,1,1,6819,10967, 
6:9:0800,498959,20151125,20151229,BBEBFSDU11                    ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
369:0800,13010,20151125,20151229,BFSDU                         ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
62410800,1386,20151005,21991231,Mass Styling 3                ,Mass Styling                  ,3,100020019,3,1,20151223,1,1,2,19, 
118:0800,349042,20160111,21991231,BasicSunPreps16               ,Sun Preparations              ,16,100028343,3,255,20151223,1,1,2,8343, 
;09=0800,394035,20160120,21991231,MG                            ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
7?1;0800,523533,20151111,21991231,LadyGEd2                      ,Christmas Gift Ends           ,1,100029642,3,1,20151223,255,1,2,9642, 
<<:<0800,491051,20151230,20160119,0000491051                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
78:10800,20425,20151209,20160105,ChngWipes Mid                 ,Mid Gondola                   ,1,168197115,3,1,20151223,1,1,6819,7115, 
8:9>0800,491036,20160120,21991231,3WayTGE3C                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
6>9=0800,498998,20160120,21991231,BBEBFSDU15                    ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
>8950800,20293,20151125,20151229,ShmpCond Mid                  ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
5;:60800,252310,20160203,21991231,H1N1FSDU2 1                   ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
?9<0800,490946,20160120,21991231,3WayTGE1L                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
22<40500,105583,20120512,21991231,Boots.Com FSDU AYR            ,Boots.Com                     ,1,100028642,3,1,20151223,255,1,2,8642, 
9?450800,545,20150824,21991231,BtyAccs6                      ,Beauty Accessories            ,6,100028660,3,255,20151223,1,1,2,8660, 
5<:>0800,98745,20160120,21991231,BabyEnd1                      ,Baby SP G End                 ,1,168197090,3,255,20151223,1,1,6819,7090, 
62:30800,20478,20160120,21991231,Dental Mid GL                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
5<60700,504092,20150406,21991231,UmbrHalf                      ,Umbrellas                     ,1,100028343,3,1,20151223,1,1,2,8343, 
8>9?0800,471003,20151230,20160105,No7HiddenGems2                ,No7 Counter Unit              ,1,-1,3,255,20151223,2,1,6819,10967, 
3;:90800,256674,20151230,20160119,IQM3DIS/W                     ,IQM                           ,4,-1,3,255,20151223,2,1,6819,10071, 
;;:>0800,444517,20151230,20160119,Sun Preps Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
;3310800,20790,20150907,21991231,Albums 5                      ,Albums                        ,5,100020025,3,1,20151223,1,1,2,25, 
=89>0800,209022,20160120,21991231,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
;:6<0800,274444,20150905,21991231,RapidTB                       ,Tills                         ,1,168199456,3,2,20151223,2,1,6819,9456, 
639<0800,491072,20160120,21991231,3WayTGE1C                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
:59>0800,491043,20160120,21991231,3WayTGE4L                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
13450500,86157,20110903,21991231,Mini Club Promo Stand         ,Mini Club                     ,2,100028558,3,1,20151223,1,1,2,8558, 
<:550800,86770,20151019,21991231,EFS10                         ,Everyday Facial Skincare      ,10,100028243,3,1,20151223,1,1,2,8243, 
0:9<0800,20228,20160203,21991231,WMD mid                       ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
>2:=0800,329342,20160203,21991231,frgunit1                      ,Tod                           ,2,-1,3,255,20151223,1,1,6819,10681, 
33840700,98747,20141231,21991231,3WayTGE4                      ,Toiletries SP G End           ,1,168197090,3,1,20151223,1,1,6819,7090, 
115?0800,13927,20151019,21991231,Mens Toil 12                  ,Everyday Mens Toiletries      ,12,100020023,3,1,20151223,1,1,2,23, 
59890800,461128,20151230,20160216,Essie R&R 1 Mod               ,Essie                         ,1,100020027,3,255,20151223,2,1,2,27, 
009>0800,252310,20151209,20151229,H1N1FSDU2 1                   ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
;7950800,209006,20151125,20151229,IQMFSDU2                      ,IQM FSDU                      ,1,168197081,3,1,20151223,255,1,6819,7081, 
:6:90800,498998,20151230,20160119,BBEBFSDU15                    ,BFSDUs                        ,1,168197072,3,255,20151223,1,1,6819,7072, 
0;9;0800,471002,20160120,21991231,No7HiddenGems1                ,No7 Counter Unit              ,1,-1,3,255,20151223,1,1,6819,10967, 
<>180800,137414,20150713,21991231,HAS 4                         ,Hayfever Allergy Skin And Hair,4,100020022,3,1,20151223,1,1,2,22, 
=6840800,307558,20151125,20151229,Natural Collection Cosmetics H,Natural Collection SS Cosmetic,1,-1,3,1,20151223,255,1,6819,10967, 
518;0800,723,20151102,20160124,Deos4                         ,Deodorants                    ,4,100020013,3,1,20151223,1,1,2,13, 
79=0800,258719,20151209,20151229,Dig Care Mid                  ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
8570800,6298,20151019,21991231,Razor & Blade 4               ,Mens Razors And Blades        ,4,100020023,3,1,20151223,1,1,2,23, 
35:90800,19444,20151230,20160119,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
<<=;0700,3089,20150601,21991231,RG1G                          ,Reading Glasses               ,1,100020008,3,1,20151223,1,1,2,8, 
<2:60800,307569,20160120,21991231,Rimmel Cosmetics Hot Spot LGE ,Rimmel SS Cosmetics           ,1,-1,3,255,20151223,1,1,6819,10967, 
99770800,256674,20151111,20151229,IQM3DIS/W                     ,IQM                           ,4,-1,3,1,20151223,255,1,6819,10071, 
5;970800,98763,20151125,20151229,Toil1 FSDU                    ,Toiletries SP FSDU            ,1,168197081,3,1,20151223,255,1,6819,7081, 
:8:90800,413599,20151230,20160119,Prem Skin Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
:?:<0800,20378,20151230,20160119,Hair & Styling mid            ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
705=0800,217789,20151014,20151229,T-B Bowl                      ,IQM                           ,1,-1,3,1,20151223,255,1,6819,10071, 
61620800,521913,20151014,21991231,FlexSp3                       ,Christmas Flexible Space      ,1,100029642,3,1,20151223,255,1,2,9642, 
399<0800,363602,20160120,21991231,Colours Mid                   ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
2;9>0800,491131,20151209,20151229,3WayHCSPEnd4R                 ,Healthcare SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
<<9>0800,20474,20160120,21991231,Deods mid                     ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
60:=0800,20425,20160106,20160119,ChngWipes Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
59;60800,329342,20151225,20160202,frgunit1                      ,Tod                           ,2,-1,3,255,20151223,2,1,6819,10681, 
=9890800,349399,20160111,21991231,TravAccs5                     ,Travel Accessories            ,5,100028343,3,255,20151223,1,1,2,8343, 
:8;:0800,301912,20160203,21991231,TOD2FRONT                     ,Tod                           ,1,-1,3,255,20151223,1,1,6819,10681, 
579<0800,249755,20160120,21991231,Ind Bath Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
59:60800,169018,20160203,21991231,Hlth Bkwll Mid                ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
<9:<0800,491050,20151230,20160119,0000491050                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
4<6=0800,159366,20151014,20160105,PClbFSDU                      ,Parenting Club                ,1,100020006,3,1,20151223,1,1,2,6, 
7:970800,19444,20151125,20151229,BFSDU                         ,BFSDUs                        ,1,168197072,3,1,20151223,255,1,6819,7072, 
4;:60800,491150,20160203,21991231,0000491150                    ,Healthcare SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
20:90800,490946,20151230,20160119,0000490946                    ,Toiletries SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
>8610800,200891,20150907,20160103,MenFFCab5NoChn                ,Mens Fine Fragrance Cabinet Ex,5,100020015,3,1,20151223,255,1,2,15, 
7=460800,461090,20150930,20160216,BarryM R&R 1 Mod              ,Barry M                       ,1,100020027,3,1,20151223,1,1,2,27, 
>9990800,413583,20151125,20151229,Prem Skin Mid                 ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
73:80800,258719,20160203,21991231,Dig Care Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
;6:=0800,301332,20160203,21991231,FragSS1                       ,Mens Fine Fragrance           ,1,-1,3,255,20151223,1,1,6819,10681, 
15;90800,404708,20151230,20160202,SmokeCess200                  ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
2:30800,307500,20160120,21991231,17 Cosmetics Hot Spot LGE 1 St,17 SS Cosmetics               ,1,-1,3,255,20151223,1,1,6819,10967, 
15;:0800,44041,20160120,21991231,Ind Bath Mid                  ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
8<950800,363602,20151125,20151229,Colours Mid                   ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
2<;90800,12999,20151230,20160202,BFSDU                         ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
05:70800,20220,20160203,21991231,Eye mid                       ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
;>:>0800,444451,20151230,20160119,Sun Preps Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
52870800,307569,20151125,20151229,Rimmel Cosmetics Hot Spot LGE ,Rimmel SS Cosmetics           ,1,-1,3,1,20151223,255,1,6819,10967, 
2:9>0800,491143,20151209,20151229,0000491143                    ,Healthcare SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
389>0800,491033,20160120,21991231,3WayTGE3L                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
;=840800,307500,20151125,20151229,17 Cosmetics Hot Spot LGE 1 St,17 SS Cosmetics               ,1,-1,3,1,20151223,255,1,6819,10967, 
?;<0800,723,20160125,21991231,Deos4                         ,Deodorants                    ,4,100020013,3,255,20151223,1,1,2,13, 
<?890800,348268,20160111,21991231,HH2G                          ,Holiday Healthcare            ,2,100028343,3,255,20151223,1,1,2,8343, 
9=:<0800,444448,20151230,20160119,Sun Preps Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
65900800,307529,20151230,20160119,0000307529                    ,L Oreal SS Cos                ,1,-1,3,255,20151223,2,1,6819,10967, 
599>0800,413576,20160120,21991231,Prem Skin Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,1,1,6819,7115, 
==990800,21140,20151125,20151229,Mens Mid                      ,Mid Gondola                   ,1,168197115,3,1,20151223,255,1,6819,7115, 
<9=0800,491132,20151209,20151229,3WayHCSPEnd4C                 ,Healthcare SP G End           ,1,168197090,3,1,20151223,255,1,6819,7090, 
09;90800,491131,20151230,20160202,3WayHCSPEnd4R                 ,Healthcare SP G End           ,1,168197090,3,255,20151223,2,1,6819,7090, 
13490800,133621,20151019,21991231,HairAccs7                     ,Hair Accessories              ,7,100028660,3,1,20151223,1,1,2,8660, 
;?:<0800,74882,20151230,20160119,Prof Hair Mid                 ,Mid Gondola                   ,1,168197115,3,255,20151223,2,1,6819,7115, 
<:::0800,121656,20151230,20160119,SunHEnd1                      ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
4;40800,252310,20151230,20160119,H1N1FSDU2 1                   ,BFSDUs                        ,1,168197072,3,255,20151223,2,1,6819,7072, 
15780800,461128,20151125,20151229,Essie R&R 1 Mod               ,Essie                         ,1,100020027,3,1,20151223,255,1,2,27, 
96:90800,491052,20160120,21991231,3WayTGE5C                     ,Toiletries SP G End           ,1,168197090,3,255,20151223,1,1,6819,7090, 
25??0600,262560,20140416,21991231,Bourjois Cosmetics R&R 2Mod G ,Bourjois SS Cosmetics         ,1,100020027,3,1,20151223,1,1,2,27, 
7?9>0800,121656,20160120,21991231,SunHEnd1                      ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
<8::0800,490993,20151230,20160119,3WaySSGE3C                    ,Sun SP G End                  ,1,168197090,3,255,20151223,1,1,6819,7090, 
:10=0700,266228,20140416,21991231,Soap & Glory R&R 1.0G GF      ,Soap & Glory SS Cosmetics     ,1,100020027,3,1,20151223,1,1,2,27, 
518>0800,440468,20151017,20160110,S/Tan9                        ,Self Tan                      ,9,100028343,3,255,20151223,1,1,2,8343, 
81:10800,21414,20151209,20160105,BFSDU                         ,BFSDUs                        ,1,168190000,2,1,20151223,1,1,6819,0, 
0:870500,362250,20120121,21991231,MCGrap3                       ,Mini Club                     ,3,100020005,3,1,20151223,1,1,2,5, 
